# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Pseudomonas	Pseudomonas tehranensis	GCF_014268615.1	Pseudomonas tehranensis	reference genome	Contig	5365	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/615/GCF_014268615.1_ASM1426861v1
survey (4+ species)	Pseudomonas	Pseudomonas tensinigenes	GCF_014268445.2	Pseudomonas tensinigenes	reference genome	Complete Genome	5799	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/445/GCF_014268445.2_ASM1426844v2
survey (4+ species)	Pseudomonas	Pseudomonas thermotolerans	GCF_000364625.1	Pseudomonas thermotolerans DSM 14292	reference genome	Scaffold	3501	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/625/GCF_000364625.1_ASM36462v1
survey (4+ species)	Pseudomonas	Pseudomonas thivervalensis	GCF_001269655.1	Pseudomonas thivervalensis	reference genome	Contig	5715	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/269/655/GCF_001269655.1_ASM126965v1
survey (4+ species)	Pseudomonas	Pseudomonas tohonis	GCF_012767755.2	Pseudomonas tohonis	reference genome	Complete Genome	6090	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/767/755/GCF_012767755.2_ASM1276775v2
survey (4+ species)	Pseudomonas	Pseudomonas tolaasii	GCF_002813445.1	Pseudomonas tolaasii NCPPB 2192	reference genome	Contig	5992	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/445/GCF_002813445.1_ASM281344v1
survey (4+ species)	Pseudomonas	Pseudomonas tremae	GCF_023278125.1	Pseudomonas tremae	reference genome	Complete Genome	5138	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/278/125/GCF_023278125.1_ASM2327812v1
survey (4+ species)	Pseudomonas	Pseudomonas triclosanedens	GCF_026686735.1	Pseudomonas triclosanedens	reference genome	Complete Genome	5642	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/686/735/GCF_026686735.1_ASM2668673v1
survey (4+ species)	Pseudomonas	Pseudomonas tritici	GCF_014268275.3	Pseudomonas tritici	reference genome	Complete Genome	5621	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/275/GCF_014268275.3_ASM1426827v3
survey (4+ species)	Pseudomonas	Pseudomonas triticicola	GCF_019145375.1	Pseudomonas triticicola	reference genome	Contig	5052	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/145/375/GCF_019145375.1_ASM1914537v1
survey (4+ species)	Pseudomonas	Pseudomonas triticifolii	GCF_014358015.1	Pseudomonas triticifolii	reference genome	Contig	4761	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/358/015/GCF_014358015.1_ASM1435801v1
survey (4+ species)	Pseudomonas	Pseudomonas trivialis	GCF_036864995.1	Pseudomonas trivialis	reference genome	Complete Genome	4658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/864/995/GCF_036864995.1_ASM3686499v1
survey (4+ species)	Pseudomonas	Pseudomonas tructae	GCF_004214895.1	Pseudomonas tructae	reference genome	Complete Genome	5057	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/214/895/GCF_004214895.1_ASM421489v1
survey (4+ species)	Pseudomonas	Pseudomonas tumuqii	GCF_013184545.1	Pseudomonas tumuqii	reference genome	Contig	4869	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/184/545/GCF_013184545.1_ASM1318454v1
survey (4+ species)	Pseudomonas	Pseudomonas turukhanskensis	GCF_027922365.1	Pseudomonas turukhanskensis	reference genome	Scaffold	5265	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/922/365/GCF_027922365.1_ASM2792236v1
survey (4+ species)	Pseudomonas	Pseudomonas tussilaginis	GCF_029847415.2	Pseudomonas tussilaginis	reference genome	Complete Genome	5141	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/847/415/GCF_029847415.2_ASM2984741v2
survey (4+ species)	Pseudomonas	Pseudomonas typographi	GCF_014694385.1	Pseudomonas typographi	reference genome	Contig	5514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/694/385/GCF_014694385.1_ASM1469438v1
survey (4+ species)	Pseudomonas	Pseudomonas ulcerans	GCF_036324125.1	Pseudomonas ulcerans	reference genome	Contig	6229	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/324/125/GCF_036324125.1_ASM3632412v1
survey (4+ species)	Pseudomonas	Pseudomonas umsongensis	GCF_012647205.1	Pseudomonas umsongensis	reference genome	Complete Genome	5927	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/647/205/GCF_012647205.1_ASM1264720v1
survey (4+ species)	Pseudomonas	Pseudomonas urethralis	GCF_021602465.1	Pseudomonas urethralis	reference genome	Contig	5499	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/602/465/GCF_021602465.1_ASM2160246v1
survey (4+ species)	Pseudomonas	Pseudomonas urmiensis	GCF_014268815.2	Pseudomonas urmiensis	reference genome	Contig	5092	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/815/GCF_014268815.2_ASM1426881v2
survey (4+ species)	Pseudomonas	Pseudomonas uvaldensis	GCF_021271205.1	Pseudomonas uvaldensis	reference genome	Contig	5210	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/271/205/GCF_021271205.1_ASM2127120v1
survey (4+ species)	Pseudomonas	Pseudomonas vancouverensis	GCF_900105825.1	Pseudomonas vancouverensis	reference genome	Chromosome	5779	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/825/GCF_900105825.1_IMG-taxon_2667527228_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas vanderleydeniana	GCF_014268755.2	Pseudomonas vanderleydeniana	reference genome	Complete Genome	6193	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/755/GCF_014268755.2_ASM1426875v2
survey (4+ species)	Pseudomonas	Pseudomonas veronii	GCF_002028325.1	Pseudomonas veronii	reference genome	Complete Genome	6084	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/325/GCF_002028325.1_ASM202832v1
survey (4+ species)	Pseudomonas	Pseudomonas versuta	GCF_001294575.1	Pseudomonas versuta	reference genome	Complete Genome	4502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/575/GCF_001294575.1_ASM129457v1
survey (4+ species)	Pseudomonas	Pseudomonas vesperimontis	GCF_037943105.1	Pseudomonas vesperimontis	reference genome	Complete Genome	3408	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/943/105/GCF_037943105.1_Pseudomonas_sp_9_v1
survey (4+ species)	Pseudomonas	Pseudomonas viciae	GCF_004786035.1	Pseudomonas viciae	reference genome	Complete Genome	5754	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/035/GCF_004786035.1_ASM478603v1
survey (4+ species)	Pseudomonas	Pseudomonas violetae	GCF_023072615.1	Pseudomonas violetae	reference genome	Scaffold	5840	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/615/GCF_023072615.1_ASM2307261v1
survey (4+ species)	Pseudomonas	Pseudomonas viridiflava	GCF_900184295.1	Pseudomonas viridiflava	reference genome	Complete Genome	5293	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/295/GCF_900184295.1_Chr_1
survey (4+ species)	Pseudomonas	Pseudomonas viridinivis	GCF_038096165.1	Pseudomonas viridinivis	reference genome	Complete Genome	5637	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/096/165/GCF_038096165.1_Ps_ZS_1-9_v1
survey (4+ species)	Pseudomonas	Pseudomonas vlassakiae	GCF_014269035.2	Pseudomonas vlassakiae	reference genome	Contig	5053	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/269/035/GCF_014269035.2_ASM1426903v2
survey (4+ species)	Pseudomonas	Pseudomonas vranovensis	GCF_040438935.1	Pseudomonas vranovensis	reference genome	Complete Genome	5175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/438/935/GCF_040438935.1_ASM4043893v1
survey (4+ species)	Pseudomonas	Pseudomonas wadenswilerensis	GCF_024749185.1	Pseudomonas wadenswilerensis	reference genome	Complete Genome	5224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/749/185/GCF_024749185.1_ASM2474918v1
survey (4+ species)	Pseudomonas	Pseudomonas wayambapalatensis	GCF_049942315.1	Pseudomonas wayambapalatensis	reference genome	Contig	4915	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/942/315/GCF_049942315.1_ASM4994231v1
survey (4+ species)	Pseudomonas	Pseudomonas weihenstephanensis	GCF_016812185.1	Pseudomonas weihenstephanensis	reference genome	Contig	4307	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/812/185/GCF_016812185.1_ASM1681218v1
survey (4+ species)	Pseudomonas	Pseudomonas wenzhouensis	GCF_021029445.1	Pseudomonas wenzhouensis	reference genome	Complete Genome	4000	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/029/445/GCF_021029445.1_ASM2102944v1
survey (4+ species)	Pseudomonas	Pseudomonas wuhanensis	GCF_030687395.1	Pseudomonas wuhanensis	reference genome	Complete Genome	5790	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/687/395/GCF_030687395.1_ASM3068739v1
survey (4+ species)	Pseudomonas	Pseudomonas xantholysinigenes	GCF_014268885.2	Pseudomonas xantholysinigenes	reference genome	Complete Genome	4861	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/885/GCF_014268885.2_ASM1426888v2
survey (4+ species)	Pseudomonas	Pseudomonas xanthosomatis	GCF_019139835.1	Pseudomonas xanthosomatis	reference genome	Complete Genome	5134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/139/835/GCF_019139835.1_ASM1913983v1
survey (4+ species)	Pseudomonas	Pseudomonas xionganensis	GCF_009763245.1	Pseudomonas xionganensis	reference genome	Scaffold	3643	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/245/GCF_009763245.1_ASM976324v1
survey (4+ species)	Pseudomonas	Pseudomonas yamanorum	GCF_900105735.1	Pseudomonas yamanorum	reference genome	Chromosome	6282	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/735/GCF_900105735.1_IMG-taxon_2667528168_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas yangonensis	GCF_009932725.1	Pseudomonas yangonensis	reference genome	Contig	4708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/725/GCF_009932725.1_ASM993272v1
survey (4+ species)	Pseudomonas	Pseudomonas zanjanensis	GCF_014268745.2	Pseudomonas zanjanensis	reference genome	Contig	5334	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/745/GCF_014268745.2_ASM1426874v2
survey (4+ species)	Pseudomonas	Pseudomonas zeae	GCF_014268485.2	Pseudomonas zeae	reference genome	Complete Genome	5726	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/485/GCF_014268485.2_ASM1426848v2
survey (4+ species)	Pseudomonas	Pseudomonas zhanjiangensis	GCF_041027545.1	Pseudomonas zhanjiangensis	reference genome	Scaffold	4277	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/027/545/GCF_041027545.1_ASM4102754v1
survey (4+ species)	Pseudonocardia	Pseudonocardia abyssalis	GCF_019263705.2	Pseudonocardia abyssalis	reference genome	Complete Genome	6075	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/263/705/GCF_019263705.2_ASM1926370v2
survey (4+ species)	Pseudonocardia	Pseudonocardia acidicola	GCF_012911935.1	Pseudonocardia acidicola	reference genome	Contig	6720	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/911/935/GCF_012911935.1_ASM1291193v1
survey (4+ species)	Pseudonocardia	Pseudonocardia adelaidensis	GCF_039543345.1	Pseudonocardia adelaidensis	reference genome	Scaffold	8279	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/543/345/GCF_039543345.1_ASM3954334v1
survey (4+ species)	Pseudonocardia	Pseudonocardia ailaonensis	GCF_039531635.1	Pseudonocardia ailaonensis	reference genome	Scaffold	7274	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/531/635/GCF_039531635.1_ASM3953163v1
survey (4+ species)	Pseudonocardia	Pseudonocardia alaniniphila	GCF_022524485.1	Pseudonocardia alaniniphila	reference genome	Contig	8510	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/524/485/GCF_022524485.1_ASM2252448v1
survey (4+ species)	Pseudonocardia	Pseudonocardia alni	GCF_013408715.1	Pseudonocardia alni	reference genome	Contig	5709	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/408/715/GCF_013408715.1_ASM1340871v1
survey (4+ species)	Pseudonocardia	Pseudonocardia ammonioxydans	GCF_900115005.1	Pseudonocardia ammonioxydans	reference genome	Scaffold	6865	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/005/GCF_900115005.1_IMG-taxon_2671180038_annotated_assembly
survey (4+ species)	Pseudonocardia	Pseudonocardia artemisiae	GCF_054901235.1	Pseudonocardia artemisiae	reference genome	Complete Genome	5876	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/901/235/GCF_054901235.1_ASM5490123v1
survey (4+ species)	Pseudonocardia	Pseudonocardia asaccharolytica	GCF_000423625.1	Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224	reference genome	Scaffold	4893	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/625/GCF_000423625.1_ASM42362v1
survey (4+ species)	Pseudonocardia	Pseudonocardia aurantiaca	GCF_039526725.1	Pseudonocardia aurantiaca	reference genome	Scaffold	7426	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/526/725/GCF_039526725.1_ASM3952672v1
survey (4+ species)	Pseudonocardia	Pseudonocardia autotrophica	GCF_003945385.1	Pseudonocardia autotrophica	reference genome	Complete Genome	6955	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/385/GCF_003945385.1_ASM394538v1
survey (4+ species)	Pseudonocardia	Pseudonocardia bannensis	GCF_054491365.1	Pseudonocardia bannensis	reference genome	Complete Genome	5861	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/491/365/GCF_054491365.1_ASM5449136v1
survey (4+ species)	Pseudonocardia	Pseudonocardia benzenivorans	GCF_000196675.2	Pseudonocardia benzenivorans CB1190	reference genome	Chromosome	6904	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/675/GCF_000196675.2_ASM19667v2
survey (4+ species)	Pseudonocardia	Pseudonocardia broussonetiae	GCF_013155125.1	Pseudonocardia broussonetiae	reference genome	Complete Genome	6977	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/155/125/GCF_013155125.1_ASM1315512v1
survey (4+ species)	Pseudonocardia	Pseudonocardia charpentierae	GCF_031845345.1	Pseudonocardia charpentierae	reference genome	Contig	6241	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/845/345/GCF_031845345.1_ASM3184534v1
survey (4+ species)	Pseudonocardia	Pseudonocardia cypriaca	GCF_006717045.1	Pseudonocardia cypriaca	reference genome	Contig	7794	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/717/045/GCF_006717045.1_ASM671704v1
survey (4+ species)	Pseudonocardia	Pseudonocardia endophytica	GCF_004339565.1	Pseudonocardia endophytica	reference genome	Contig	6954	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/339/565/GCF_004339565.1_ASM433956v1
survey (4+ species)	Pseudonocardia	Pseudonocardia halophobica	GCF_050948485.1	Pseudonocardia halophobica	reference genome	Complete Genome	7204	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/948/485/GCF_050948485.1_MDNA_WGS_208_assembly
survey (4+ species)	Pseudonocardia	Pseudonocardia hierapolitana	GCF_007994075.1	Pseudonocardia hierapolitana	reference genome	Contig	8335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/994/075/GCF_007994075.1_ASM799407v1
survey (4+ species)	Pseudonocardia	Pseudonocardia hispaniensis	GCF_042658695.1	Pseudonocardia hispaniensis	reference genome	Scaffold	4502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/658/695/GCF_042658695.1_ASM4265869v1
survey (4+ species)	Pseudonocardia	Pseudonocardia humida	GCF_023898865.1	Pseudonocardia humida	reference genome	Contig	7832	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/898/865/GCF_023898865.1_ASM2389886v1
survey (4+ species)	Pseudonocardia	Pseudonocardia hydrocarbonoxydans	GCF_006539565.1	Pseudonocardia hydrocarbonoxydans	reference genome	Contig	5200	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/565/GCF_006539565.1_ASM653956v1
survey (4+ species)	Pseudonocardia	Pseudonocardia kongjuensis	GCF_039526905.1	Pseudonocardia kongjuensis	reference genome	Scaffold	6527	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/526/905/GCF_039526905.1_ASM3952690v1
survey (4+ species)	Pseudonocardia	Pseudonocardia kujensis	GCF_021283305.1	Pseudonocardia kujensis	reference genome	Contig	7567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/283/305/GCF_021283305.1_ASM2128330v1
survey (4+ species)	Pseudonocardia	Pseudonocardia kunmingensis	GCF_054491015.1	Pseudonocardia kunmingensis	reference genome	Scaffold	8395	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/491/015/GCF_054491015.1_ASM5449101v1
survey (4+ species)	Pseudonocardia	Pseudonocardia lacus	GCF_018531445.1	Pseudonocardia lacus	reference genome	Contig	7663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/531/445/GCF_018531445.1_ASM1853144v1
survey (4+ species)	Pseudonocardia	Pseudonocardia lutea	GCF_042658055.1	Pseudonocardia lutea	reference genome	Scaffold	6225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/658/055/GCF_042658055.1_ASM4265805v1
survey (4+ species)	Pseudonocardia	Pseudonocardia mahuensis	GCF_018531475.2	Pseudonocardia mahuensis	reference genome	Scaffold	6511	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/531/475/GCF_018531475.2_ASM1853147v2
survey (4+ species)	Pseudonocardia	Pseudonocardia nantongensis	GCF_046546495.1	Pseudonocardia nantongensis	reference genome	Contig	5192	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/546/495/GCF_046546495.1_ASM4654649v1
survey (4+ species)	Pseudonocardia	Pseudonocardia nematodicida	GCF_040105385.1	Pseudonocardia nematodicida	reference genome	Contig	6220	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/105/385/GCF_040105385.1_ASM4010538v1
survey (4+ species)	Pseudonocardia	Pseudonocardia nigra	GCF_019396355.1	Pseudonocardia nigra	reference genome	Scaffold	8101	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/396/355/GCF_019396355.1_ASM1939635v1
survey (4+ species)	Pseudonocardia	Pseudonocardia oceani	GCF_019263585.2	Pseudonocardia oceani	reference genome	Contig	6688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/263/585/GCF_019263585.2_ASM1926358v2
survey (4+ species)	Pseudonocardia	Pseudonocardia oroxyli	GCF_900102195.1	Pseudonocardia oroxyli	reference genome	Scaffold	5781	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/195/GCF_900102195.1_IMG-taxon_2667527404_annotated_assembly
survey (4+ species)	Pseudonocardia	Pseudonocardia parietis	GCF_017876315.1	Pseudonocardia parietis	reference genome	Contig	7559	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/876/315/GCF_017876315.1_ASM1787631v1
survey (4+ species)	Pseudonocardia	Pseudonocardia petroleophila	GCF_014235185.1	Pseudonocardia petroleophila	reference genome	Complete Genome	6255	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/235/185/GCF_014235185.1_ASM1423518v1
survey (4+ species)	Pseudonocardia	Pseudonocardia phyllosphaerae	GCF_046546475.1	Pseudonocardia phyllosphaerae	reference genome	Contig	4374	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/546/475/GCF_046546475.1_ASM4654647v1
survey (4+ species)	Pseudonocardia	Pseudonocardia pini	GCF_013870575.1	Pseudonocardia pini	reference genome	Contig	6353	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/870/575/GCF_013870575.1_ASM1387057v1
survey (4+ species)	Pseudonocardia	Pseudonocardia sediminis	GCF_004217185.1	Pseudonocardia sediminis	reference genome	Contig	6138	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/217/185/GCF_004217185.1_ASM421718v1
survey (4+ species)	Pseudonocardia	Pseudonocardia spirodelae	GCF_037727765.1	Pseudonocardia spirodelae	reference genome	Contig	4945	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/727/765/GCF_037727765.1_ASM3772776v1
survey (4+ species)	Pseudonocardia	Pseudonocardia sulfidoxydans	GCF_007989085.1	Pseudonocardia sulfidoxydans NBRC 16205	reference genome	Contig	6134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/989/085/GCF_007989085.1_ASM798908v1
survey (4+ species)	Pseudonocardia	Pseudonocardia terrae	GCF_021343995.1	Pseudonocardia terrae	reference genome	Contig	6788	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/343/995/GCF_021343995.1_ASM2134399v1
survey (4+ species)	Pseudonocardia	Pseudonocardia thermophila	GCF_900142365.1	Pseudonocardia thermophila	reference genome	Contig	5794	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/365/GCF_900142365.1_IMG-taxon_2700988696_annotated_assembly
survey (4+ species)	Pseudonocardia	Pseudonocardia tropica	GCF_040105315.1	Pseudonocardia tropica	reference genome	Contig	5404	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/105/315/GCF_040105315.1_ASM4010531v1
survey (4+ species)	Pseudonocardia	Pseudonocardia wallangbongensis	GCF_054486945.1	Pseudonocardia wallangbongensis	reference genome	Contig	8321	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/486/945/GCF_054486945.1_ASM5448694v1
survey (4+ species)	Pseudonocardia	Pseudonocardia xinjiangensis	GCF_050948425.1	Pseudonocardia xinjiangensis	reference genome	Complete Genome	7292	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/948/425/GCF_050948425.1_MDNA_WGS_253_assembly
survey (4+ species)	Pseudonocardia	Pseudonocardia xishanensis	GCF_039541715.1	Pseudonocardia xishanensis	reference genome	Scaffold	7102	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/541/715/GCF_039541715.1_ASM3954171v1
survey (4+ species)	Pseudonocardia	Pseudonocardia yuanmonensis	GCF_039542425.1	Pseudonocardia yuanmonensis	reference genome	Scaffold	6679	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/542/425/GCF_039542425.1_ASM3954242v1
survey (4+ species)	Pseudonocardia	Pseudonocardia yunnanensis	GCF_039534065.1	Pseudonocardia yunnanensis	reference genome	Scaffold	8745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/534/065/GCF_039534065.1_ASM3953406v1
survey (4+ species)	Pseudonocardia	Pseudonocardia zijingensis	GCF_042657305.1	Pseudonocardia zijingensis	reference genome	Contig	8251	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/657/305/GCF_042657305.1_ASM4265730v1
survey (4+ species)	Pseudooceanicola	Pseudooceanicola aestuarii	GCF_010614805.1	Pseudooceanicola aestuarii	reference genome	Contig	3850	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/614/805/GCF_010614805.1_ASM1061480v1
